1264,133,1537,125,1538,176,1265,183
725,155,1003,147,1004,197,726,205
212,164,469,161,470,210,213,213
1261,193,1545,185,1546,237,1263,244
737,226,879,219,882,269,739,277
872,220,996,220,996,269,872,269
212,234,454,230,455,282,213,286
1188,287,1450,283,1450,335,1188,339
733,292,972,288,973,340,734,344
218,305,421,305,421,354,218,354
1034,708,1085,708,1085,736,1034,736
